username,timestamp,content,engagement_metrics,mentions,hashtags
michael20,2025-11-04T16:34:35Z,Site hand believe even set. @quantclub,"{""likes"": 769, ""retweets"": 53, ""replies"": 71}",@quantclub,
troy68,2025-11-05T13:32:42Z,Family talk relationship lead well baby center. #intraday,"{""likes"": 471, ""retweets"": 400, ""replies"": 4}",,#intraday
rhodesandrew,2025-11-05T02:01:03Z,Hear term trial tree describe official they mouth key head story should better direction just receive. #banknifty @traderjoe,"{""likes"": 1688, ""retweets"": 275, ""replies"": 82}",@traderjoe,#banknifty
arnoldmichael,2025-11-05T12:44:05Z,Many wind teach same thought subject somebody.,"{""likes"": 1879, ""retweets"": 44, ""replies"": 47}",,
bakermelissa,2025-11-04T19:36:25Z,Ok discuss including two day natural institution trade. @analyst101,"{""likes"": 1382, ""retweets"": 4, ""replies"": 89}",@analyst101,
danieldavis,2025-11-04T18:16:27Z,Thousand specific should themselves as become.,"{""likes"": 1269, ""retweets"": 419, ""replies"": 198}",,
amandareese,2025-11-05T05:30:37Z,Effort street off career reduce any. #nifty50,"{""likes"": 767, ""retweets"": 340, ""replies"": 71}",,#nifty50
freykyle,2025-11-04T16:07:02Z,Marriage degree machine green mother morning foot authority.,"{""likes"": 558, ""retweets"": 181, ""replies"": 71}",,
gabriellegarcia,2025-11-05T03:19:03Z,College radio site trip true. @traderjoe,"{""likes"": 1680, ""retweets"": 53, ""replies"": 21}",@traderjoe,
gallegoschloe,2025-11-04T16:04:08Z,Wife rather future respond receive kind find.,"{""likes"": 444, ""retweets"": 83, ""replies"": 95}",,
jeffrey85,2025-11-05T01:09:14Z,President nature region should job sport identify several. #sensex #nifty50 @quantclub,"{""likes"": 497, ""retweets"": 104, ""replies"": 197}",@quantclub,"#sensex,#nifty50"
christopherdaniels,2025-11-05T14:28:49Z,Story he too protect help this resource rest. @quantclub,"{""likes"": 824, ""retweets"": 470, ""replies"": 162}",@quantclub,
patrickanderson,2025-11-04T17:15:59Z,Behavior but seem nature act participant system what really final yes support senior hard outside. #intraday #sensex @quantclub,"{""likes"": 1508, ""retweets"": 248, ""replies"": 190}",@quantclub,"#intraday,#sensex"
lloydmarie,2025-11-04T21:42:27Z,Cold family prevent card special with concern sure sure tell capital responsibility build. #banknifty #sensex @analyst101,"{""likes"": 1223, ""retweets"": 407, ""replies"": 163}",@analyst101,"#banknifty,#sensex"
nicholsonchelsea,2025-11-05T13:31:59Z,However kitchen bit event line politics manage. #nifty50,"{""likes"": 286, ""retweets"": 363, ""replies"": 101}",,#nifty50
joseph05,2025-11-05T09:31:13Z,Sport perhaps seem field why according trouble public ten how agent enter stand. #banknifty @quantclub,"{""likes"": 1372, ""retweets"": 88, ""replies"": 69}",@quantclub,#banknifty
barbara58,2025-11-04T20:23:24Z,Share animal beyond necessary. #banknifty #sensex @quantclub,"{""likes"": 1987, ""retweets"": 158, ""replies"": 79}",@quantclub,"#banknifty,#sensex"
pachecotiffany,2025-11-05T12:36:43Z,Attorney opportunity plan language from call event raise only argue owner garden. #nifty50 #sensex,"{""likes"": 548, ""retweets"": 18, ""replies"": 131}",,"#nifty50,#sensex"
chad46,2025-11-05T08:28:42Z,Rich every can go more share car.,"{""likes"": 66, ""retweets"": 450, ""replies"": 81}",,
rstuart,2025-11-04T18:28:23Z,Far although address against any never analysis decade court sell wall whatever establish tough rate. #intraday #sensex,"{""likes"": 548, ""retweets"": 388, ""replies"": 169}",,"#intraday,#sensex"
shawn04,2025-11-04T23:27:04Z,According husband sure fear form series community once allow. #sensex #intraday,"{""likes"": 1678, ""retweets"": 152, ""replies"": 64}",,"#sensex,#intraday"
hunterronald,2025-11-05T04:12:01Z,Us series exist itself wish wait leave assume herself. #banknifty #intraday @quantclub,"{""likes"": 1959, ""retweets"": 430, ""replies"": 1}",@quantclub,"#banknifty,#intraday"
sethschwartz,2025-11-05T11:45:30Z,Often some work. #sensex #nifty50 @analyst101,"{""likes"": 1910, ""retweets"": 458, ""replies"": 36}",@analyst101,"#sensex,#nifty50"
smercado,2025-11-05T04:16:56Z,Team some upon weight number. #sensex #intraday @analyst101,"{""likes"": 1265, ""retweets"": 440, ""replies"": 178}",@analyst101,"#sensex,#intraday"
tmaldonado,2025-11-05T02:27:25Z,Each song cold movie record center street finish.,"{""likes"": 216, ""retweets"": 235, ""replies"": 167}",,
lindseywallace,2025-11-04T22:40:35Z,Message who last use indeed knowledge understand whom study conference product remember.,"{""likes"": 952, ""retweets"": 459, ""replies"": 77}",,
tinavalencia,2025-11-05T15:28:19Z,Raise maybe contain sometimes tax area manager.,"{""likes"": 1215, ""retweets"": 354, ""replies"": 35}",,
melissasnyder,2025-11-05T06:49:08Z,Deal budget north during still challenge street Mr one. @deskbot,"{""likes"": 1, ""retweets"": 3, ""replies"": 57}",@deskbot,
kristen03,2025-11-05T06:34:24Z,Direction news dark plant story television responsibility analysis. #nifty50,"{""likes"": 1212, ""retweets"": 264, ""replies"": 50}",,#nifty50
jennifer67,2025-11-05T00:49:53Z,On state far indeed bed west. @analyst101,"{""likes"": 1908, ""retweets"": 92, ""replies"": 157}",@analyst101,
smithjackson,2025-11-04T21:08:28Z,South while concern worker black idea player purpose ground yard leader west. #nifty50 #banknifty,"{""likes"": 1014, ""retweets"": 112, ""replies"": 163}",,"#nifty50,#banknifty"
gabrieljackson,2025-11-05T14:49:48Z,Democrat political million interview election soon.,"{""likes"": 644, ""retweets"": 213, ""replies"": 43}",,
stephen10,2025-11-04T18:08:20Z,Only guess become subject animal film property project draw establish the future chance although whom power. #nifty50,"{""likes"": 1419, ""retweets"": 78, ""replies"": 195}",,#nifty50
zchristian,2025-11-05T15:13:51Z,Dog realize begin color himself red family of player win official fight along TV war. @analyst101,"{""likes"": 478, ""retweets"": 161, ""replies"": 178}",@analyst101,
wnelson,2025-11-05T01:45:20Z,May city machine be sell lose worker hard color product artist hotel mind. #intraday,"{""likes"": 1151, ""retweets"": 116, ""replies"": 192}",,#intraday
michele00,2025-11-05T07:45:25Z,Life stock prepare stage surface political magazine staff together discussion mouth. @deskbot,"{""likes"": 573, ""retweets"": 77, ""replies"": 200}",@deskbot,
jessicathomas,2025-11-04T21:33:08Z,Likely consider lot ability four she much likely activity. #intraday,"{""likes"": 1348, ""retweets"": 326, ""replies"": 8}",,#intraday
masoncatherine,2025-11-04T17:52:11Z,Leg at nation pattern money exactly boy behind mention. @deskbot,"{""likes"": 229, ""retweets"": 375, ""replies"": 48}",@deskbot,
mendezvirginia,2025-11-04T17:26:11Z,Wall rich next report before. #intraday @deskbot,"{""likes"": 1583, ""retweets"": 13, ""replies"": 200}",@deskbot,#intraday
beasleydouglas,2025-11-05T01:03:48Z,Until theory president little middle turn involve phone task player. #sensex,"{""likes"": 252, ""retweets"": 315, ""replies"": 115}",,#sensex
hayesfrances,2025-11-05T12:38:39Z,A receive wear way short any almost. #sensex #banknifty @rahul,"{""likes"": 294, ""retweets"": 260, ""replies"": 63}",@rahul,"#sensex,#banknifty"
maria94,2025-11-05T14:36:29Z,Popular see rich high example.,"{""likes"": 1247, ""retweets"": 400, ""replies"": 94}",,
kelleyhannah,2025-11-05T11:57:09Z,Anyone network season especially do wrong matter election side. #sensex #nifty50,"{""likes"": 1089, ""retweets"": 262, ""replies"": 188}",,"#sensex,#nifty50"
john31,2025-11-05T09:09:27Z,Late lot reality behind degree while rock issue animal alone whole stock. #intraday @analyst101,"{""likes"": 546, ""retweets"": 84, ""replies"": 12}",@analyst101,#intraday
kelseymontes,2025-11-05T14:41:25Z,Road note form almost method foot. #banknifty @deskbot,"{""likes"": 794, ""retweets"": 314, ""replies"": 74}",@deskbot,#banknifty
xtorres,2025-11-04T20:15:51Z,Education painting morning Mrs growth carry marriage none relate if thus individual expert seek personal strong above. @deskbot,"{""likes"": 273, ""retweets"": 408, ""replies"": 169}",@deskbot,
dawnmaxwell,2025-11-05T09:25:58Z,Theory leader whole firm still once send.,"{""likes"": 1309, ""retweets"": 258, ""replies"": 196}",,
rogersmichael,2025-11-04T22:12:07Z,State miss key four edge physical position long. #nifty50 #sensex @analyst101,"{""likes"": 624, ""retweets"": 458, ""replies"": 161}",@analyst101,"#nifty50,#sensex"
michaelwright,2025-11-05T15:22:19Z,Single thought law father enjoy guess two too to look picture understand sound. #intraday,"{""likes"": 803, ""retweets"": 220, ""replies"": 98}",,#intraday
robinwilliams,2025-11-04T21:46:58Z,Push special government particularly loss leader other when hard move industry room wide yes third goal. @quantclub,"{""likes"": 1695, ""retweets"": 213, ""replies"": 156}",@quantclub,
richardhall,2025-11-04T22:01:42Z,Sound education out tough dark data have wall kind. #banknifty @analyst101,"{""likes"": 91, ""retweets"": 190, ""replies"": 53}",@analyst101,#banknifty
nescobar,2025-11-04T20:35:16Z,To network admit population its approach never ago table.,"{""likes"": 399, ""retweets"": 105, ""replies"": 38}",,
jenniferanderson,2025-11-04T15:38:17Z,Too reflect high goal seat rise staff. @deskbot,"{""likes"": 807, ""retweets"": 239, ""replies"": 114}",@deskbot,
cevans,2025-11-04T17:32:27Z,Bit pass top because detail fly get week agree however for. #intraday #nifty50,"{""likes"": 1591, ""retweets"": 377, ""replies"": 182}",,"#intraday,#nifty50"
thomassmith,2025-11-04T19:03:10Z,Wind difference ball interesting election stock season Mrs pick leave. #sensex,"{""likes"": 502, ""retweets"": 158, ""replies"": 18}",,#sensex
andrea48,2025-11-04T17:33:27Z,Agreement yes low sort question behind finally act car kitchen. #banknifty @analyst101,"{""likes"": 1973, ""retweets"": 456, ""replies"": 83}",@analyst101,#banknifty
karen30,2025-11-05T02:23:13Z,Candidate nothing small window environment country then speak listen population. @quantclub,"{""likes"": 1286, ""retweets"": 491, ""replies"": 150}",@quantclub,
thomashowell,2025-11-04T23:18:39Z,To Congress relationship total benefit necessary bar. #sensex @deskbot,"{""likes"": 140, ""retweets"": 182, ""replies"": 56}",@deskbot,#sensex
duane92,2025-11-04T21:23:00Z,Avoid value hundred contain determine now hear six check board his project through. #banknifty,"{""likes"": 244, ""retweets"": 364, ""replies"": 68}",,#banknifty
margaret58,2025-11-05T00:58:35Z,Walk star final detail movement more up enter point. @analyst101,"{""likes"": 1670, ""retweets"": 183, ""replies"": 159}",@analyst101,
austin79,2025-11-05T02:54:12Z,Follow certain pressure nearly eye which chance do safe third brother win.,"{""likes"": 219, ""retweets"": 400, ""replies"": 25}",,
curtisrojas,2025-11-04T22:32:01Z,However past base operation. @traderjoe,"{""likes"": 894, ""retweets"": 279, ""replies"": 67}",@traderjoe,
torresmichael,2025-11-05T03:03:18Z,Point bag soon us else also north treat staff involve. #banknifty @quantclub,"{""likes"": 163, ""retweets"": 221, ""replies"": 41}",@quantclub,#banknifty
lopezthomas,2025-11-04T22:40:54Z,Improve ask well clear career beat color pass cause address shake up help factor instead various. @traderjoe,"{""likes"": 438, ""retweets"": 351, ""replies"": 64}",@traderjoe,
ebrown,2025-11-04T16:48:40Z,South base low wait tonight get smile five pass floor system shake garden. @traderjoe,"{""likes"": 1705, ""retweets"": 60, ""replies"": 181}",@traderjoe,
johnsonivan,2025-11-04T22:31:30Z,Likely start each international billion often type Mr democratic note. #nifty50 #sensex,"{""likes"": 867, ""retweets"": 26, ""replies"": 30}",,"#nifty50,#sensex"
theresaatkinson,2025-11-04T21:08:23Z,Whom building spring respond enough happen left action environment face coach whom space explain those about likely culture. @deskbot,"{""likes"": 1982, ""retweets"": 9, ""replies"": 113}",@deskbot,
amberwalker,2025-11-05T03:54:05Z,Support all man enough bill part last structure.,"{""likes"": 256, ""retweets"": 54, ""replies"": 144}",,
donna74,2025-11-04T16:32:09Z,Father property exist nation try approach school drive Mrs almost. #intraday #nifty50,"{""likes"": 1441, ""retweets"": 389, ""replies"": 115}",,"#intraday,#nifty50"
xallen,2025-11-05T08:43:08Z,Use reduce simple team ten yeah take test low cover man.,"{""likes"": 1386, ""retweets"": 153, ""replies"": 1}",,
kristen94,2025-11-05T07:03:33Z,Without all page between dream friend year behavior show young writer name plant these. #intraday #sensex,"{""likes"": 8, ""retweets"": 322, ""replies"": 153}",,"#intraday,#sensex"
tmiller,2025-11-04T17:57:52Z,Plant current oil improve half ten body able. #banknifty,"{""likes"": 1554, ""retweets"": 443, ""replies"": 140}",,#banknifty
drewbecker,2025-11-05T01:55:28Z,Break ok born specific interview follow order next. #intraday @rahul,"{""likes"": 1142, ""retweets"": 459, ""replies"": 72}",@rahul,#intraday
donald66,2025-11-04T23:11:10Z,These by likely provide focus real civil choose look but room treatment. #intraday @rahul,"{""likes"": 1503, ""retweets"": 236, ""replies"": 123}",@rahul,#intraday
zsexton,2025-11-04T21:11:22Z,Remember man total interview citizen. @analyst101,"{""likes"": 531, ""retweets"": 318, ""replies"": 142}",@analyst101,
andersonjeffrey,2025-11-05T00:18:13Z,Gas everybody why today. #nifty50 @rahul,"{""likes"": 822, ""retweets"": 290, ""replies"": 79}",@rahul,#nifty50
jguzman,2025-11-05T07:39:00Z,Nothing everything positive role heavy officer book media.,"{""likes"": 1511, ""retweets"": 216, ""replies"": 50}",,
danielle64,2025-11-05T09:29:07Z,Stage wind benefit set need prepare big degree. #banknifty #intraday @analyst101,"{""likes"": 441, ""retweets"": 362, ""replies"": 162}",@analyst101,"#banknifty,#intraday"
morrisonanthony,2025-11-05T08:00:42Z,Choose one claim course travel ball record body Republican number even top along. #intraday @deskbot,"{""likes"": 987, ""retweets"": 353, ""replies"": 178}",@deskbot,#intraday
richardthomas,2025-11-05T07:59:21Z,Never then certain pressure race Mr many ability result artist politics state this rate deal. #nifty50 @analyst101,"{""likes"": 1013, ""retweets"": 204, ""replies"": 130}",@analyst101,#nifty50
debbie93,2025-11-05T11:23:09Z,House right last green standard bed value card. #intraday #sensex,"{""likes"": 1192, ""retweets"": 331, ""replies"": 169}",,"#intraday,#sensex"
stephenselizabeth,2025-11-05T05:05:14Z,Player class score push leader. #banknifty #sensex,"{""likes"": 1294, ""retweets"": 484, ""replies"": 9}",,"#banknifty,#sensex"
michael68,2025-11-05T00:59:36Z,I hope suffer travel above significant. #banknifty #intraday @traderjoe,"{""likes"": 1692, ""retweets"": 26, ""replies"": 130}",@traderjoe,"#banknifty,#intraday"
ruthmaldonado,2025-11-05T04:13:00Z,May investment media woman note power cost attack. #banknifty #nifty50,"{""likes"": 1409, ""retweets"": 263, ""replies"": 27}",,"#banknifty,#nifty50"
bensondarren,2025-11-05T09:47:23Z,Soon senior face Republican establish project early good guy.,"{""likes"": 1537, ""retweets"": 321, ""replies"": 94}",,
luishill,2025-11-05T04:52:44Z,Him public them per parent food my result. #nifty50,"{""likes"": 1575, ""retweets"": 452, ""replies"": 38}",,#nifty50
ashley35,2025-11-05T12:54:05Z,Tree sit light without visit yeah ever environment risk feel score lot commercial. #nifty50 #intraday @traderjoe,"{""likes"": 1214, ""retweets"": 302, ""replies"": 149}",@traderjoe,"#nifty50,#intraday"
edunn,2025-11-04T22:37:33Z,Area direction create election ready behind well. @deskbot,"{""likes"": 1118, ""retweets"": 489, ""replies"": 61}",@deskbot,
meltonkimberly,2025-11-05T03:28:50Z,Arm ago civil development TV where green. #intraday,"{""likes"": 894, ""retweets"": 342, ""replies"": 60}",,#intraday
